question_id,query,model,retrieval_mode,recall@k,ndcg@k,mrr,rank_first_rel,keyword_f1,missing_keywords,time_s,tokens_in,tokens_out,factual_correct
G012,HP Drucker Papierstau beheben,mistral:instruct,hybrid,1.0,1.0,1.0,1,0.2222,modul,3.7086,314,27,1
G012,HP Drucker Papierstau beheben,gemma:2b,hybrid,1.0,1.0,1.0,1,0.0,drucker,2.7178,314,25,0
G012,HP Drucker Papierstau beheben,phi3:latest,hybrid,1.0,1.0,1.0,1,0.0,drucker,3.1645,314,27,1
G013,HP Drucker Duplexmodul verwenden,mistral:instruct,hybrid,1.0,1.0,1.0,1,0.0,"drucker, duplex",3.6904,271,26,1
G013,HP Drucker Duplexmodul verwenden,gemma:2b,hybrid,1.0,1.0,1.0,1,0.0,duplex,2.6388,271,19,1
G013,HP Drucker Duplexmodul verwenden,phi3:latest,hybrid,1.0,1.0,1.0,1,0.0,duplex,3.0956,271,30,1
G014,HP Drucker Patronen reinigen,mistral:instruct,hybrid,1.0,1.0,1.0,1,0.0,patrone,3.7722,316,23,1
G014,HP Drucker Patronen reinigen,gemma:2b,hybrid,1.0,1.0,1.0,1,0.0,patrone,2.9568,316,41,1
G014,HP Drucker Patronen reinigen,phi3:latest,hybrid,1.0,1.0,1.0,1,0.0,patrone,3.1757,316,23,1
G015,Abwesenheitsagent in Clerk anlegen,mistral:instruct,hybrid,1.0,1.0,1.0,1,0.1429,"abwesenheit, periodisch",3.981,625,25,1
G015,Abwesenheitsagent in Clerk anlegen,gemma:2b,hybrid,1.0,1.0,1.0,1,0.0,clerk,2.9852,625,28,1
G015,Abwesenheitsagent in Clerk anlegen,phi3:latest,hybrid,1.0,1.0,1.0,1,0.0,abwesenheitsagent,3.367,625,29,0
G016,Outlook Ordner fuer Stellvertreter freigeben,mistral:instruct,hybrid,1.0,1.0,1.0,1,0.2069,berechtigung,3.6282,298,27,1
G016,Outlook Ordner fuer Stellvertreter freigeben,gemma:2b,hybrid,1.0,1.0,1.0,1,0.1875,berechtigung,2.9459,298,37,1
G016,Outlook Ordner fuer Stellvertreter freigeben,phi3:latest,hybrid,1.0,1.0,1.0,1,0.24,berechtigung,3.0903,298,26,1
G017,Raeume oder Ressourcen buchen,mistral:instruct,hybrid,1.0,0.6309,0.5,2,0.0,"buchung, raum",3.7483,280,27,1
G017,Raeume oder Ressourcen buchen,gemma:2b,hybrid,1.0,0.6309,0.5,2,0.0,"buchung, raum",2.9337,280,38,1
G017,Raeume oder Ressourcen buchen,phi3:latest,hybrid,1.0,0.6309,0.5,2,0.0,raum,3.1274,280,29,0
G018,Wie konfiguriere ich die Proxy-Einstellungen fuer agree21Internet manuell?,mistral:instruct,hybrid,1.0,1.0,1.0,1,0.0,webgateway,3.9748,454,23,1
G018,Wie konfiguriere ich die Proxy-Einstellungen fuer agree21Internet manuell?,gemma:2b,hybrid,1.0,1.0,1.0,1,0.0,webgateway,2.7151,454,18,1
G018,Wie konfiguriere ich die Proxy-Einstellungen fuer agree21Internet manuell?,phi3:latest,hybrid,1.0,1.0,1.0,1,0.0,webgateway,3.3641,454,26,0
G019,Welche Aufgaben uebernimmt das Atruvia Secure Webgateway laut Funktionsbeschreibung?,mistral:instruct,hybrid,1.0,0.5,0.3333,3,0.1379,"filtern, malware, proxy",3.7873,372,24,1
G019,Welche Aufgaben uebernimmt das Atruvia Secure Webgateway laut Funktionsbeschreibung?,gemma:2b,hybrid,1.0,0.5,0.3333,3,0.1111,"filtern, malware, proxy",2.9589,372,33,1
G019,Welche Aufgaben uebernimmt das Atruvia Secure Webgateway laut Funktionsbeschreibung?,phi3:latest,hybrid,1.0,0.5,0.3333,3,0.1379,"filtern, malware, proxy",3.187,372,24,1
G020,Welche Ports empfiehlt die LDAP-Anleitung fuer StartTLS und LDAPS?,mistral:instruct,hybrid,1.0,0.6309,0.5,2,0.2069,389,4.2928,955,30,1
G020,Welche Ports empfiehlt die LDAP-Anleitung fuer StartTLS und LDAPS?,gemma:2b,hybrid,1.0,0.6309,0.5,2,0.25,"389, 636",2.8048,955,13,0
G020,Welche Ports empfiehlt die LDAP-Anleitung fuer StartTLS und LDAPS?,phi3:latest,hybrid,1.0,0.6309,0.5,2,0.129,"389, 636",3.6174,955,29,1
G021,Welche Forms-Regeln gelten laut Spielregeln M365?,mistral:instruct,hybrid,0.0,0.0,0.0,,0.0667,"auswertung, betriebsrat, mitarbeiter",3.7389,463,28,0
G021,Welche Forms-Regeln gelten laut Spielregeln M365?,gemma:2b,hybrid,0.0,0.0,0.0,,0.0909,"auswertung, betriebsrat, mitarbeiter",2.6585,463,18,0
G021,Welche Forms-Regeln gelten laut Spielregeln M365?,phi3:latest,hybrid,0.0,0.0,0.0,,0.0667,"auswertung, betriebsrat, mitarbeiter",3.199,463,28,0
G022,Wie legt man Postfachregeln laut Anleitung in Outlook Online an?,mistral:instruct,hybrid,1.0,0.6934,0.5,2,0.1212,"postfach, regeln, weiteres",3.9906,684,29,1
G022,Wie legt man Postfachregeln laut Anleitung in Outlook Online an?,gemma:2b,hybrid,1.0,0.6934,0.5,2,0.2051,regeln,3.0181,684,39,1
G022,Wie legt man Postfachregeln laut Anleitung in Outlook Online an?,phi3:latest,hybrid,1.0,0.6934,0.5,2,0.1143,"postfach, regeln, weiteres",3.3968,684,32,1
G023,Wie aktiviert man Senden-von in Outlook laut Anleitung?,mistral:instruct,hybrid,1.0,1.0,1.0,1,0.375,,4.3759,1003,33,1
G023,Wie aktiviert man Senden-von in Outlook laut Anleitung?,gemma:2b,hybrid,1.0,1.0,1.0,1,0.1429,"com, office, senden, webclient",2.8553,1003,23,1
G023,Wie aktiviert man Senden-von in Outlook laut Anleitung?,phi3:latest,hybrid,1.0,1.0,1.0,1,0.1579,"com, office, webclient",3.6964,1003,35,0
G024,Wie erteilt man Outlook-Zugriff fuer Stellvertreter laut Guidance?,mistral:instruct,hybrid,0.0,0.0,0.0,,0.1429,"freigabe, hinzufuegen",3.9652,697,27,0
G024,Wie erteilt man Outlook-Zugriff fuer Stellvertreter laut Guidance?,gemma:2b,hybrid,0.0,0.0,0.0,,0.129,"freigabe, hinzufuegen",2.8816,697,32,0
G024,Wie erteilt man Outlook-Zugriff fuer Stellvertreter laut Guidance?,phi3:latest,hybrid,0.0,0.0,0.0,,0.08,"freigabe, hinzufuegen, zugriff",3.323,697,28,1
G025,Wie erstellt man Screenshots mit Greenshot laut Anleitung?,mistral:instruct,hybrid,0.0,0.0,0.0,,0.1935,speichern,4.1527,721,31,0
G025,Wie erstellt man Screenshots mit Greenshot laut Anleitung?,gemma:2b,hybrid,0.0,0.0,0.0,,0.0714,"bereich, screenshot, speichern",2.8418,721,28,0
G025,Wie erstellt man Screenshots mit Greenshot laut Anleitung?,phi3:latest,hybrid,0.0,0.0,0.0,,0.0769,"bereich, screenshot, speichern",3.4582,721,25,0
