question_id,query,model,retrieval_mode,recall@k,ndcg@k,mrr,rank_first_rel,keyword_f1,missing_keywords,time_s,tokens_in,tokens_out,factual_correct
G019,Welche Aufgaben uebernimmt das Atruvia Secure Webgateway laut Funktionsbeschreibung?,mistral:instruct,hybrid,1.0,0.5,0.3333,3,0.4,"filtern, malware, proxy",3.9029,414,24,1
G020,Welche Ports empfiehlt die LDAP-Anleitung fuer StartTLS und LDAPS?,mistral:instruct,hybrid,1.0,0.6309,0.5,2,0.6667,"389, 636",3.834,414,31,0
G021,Welche Forms-Regeln gelten laut Spielregeln M365?,mistral:instruct,hybrid,0.0,0.0,0.0,,1.0,,3.7892,504,23,0
G022,Wie legt man Postfachregeln laut Anleitung in Outlook Online an?,mistral:instruct,hybrid,1.0,0.6934,0.5,2,0.0,"postfach, regeln",4.5631,746,33,1
G023,Wie aktiviert man Senden-von in Outlook laut Anleitung?,mistral:instruct,hybrid,1.0,1.0,1.0,1,0.6667,"office.com, webclient",4.2209,712,36,1
G024,Wie erteilt man Outlook-Zugriff fuer Stellvertreter laut Guidance?,mistral:instruct,hybrid,0.0,0.0,0.0,,0.6667,"freigabe, hinzufuegen",3.9731,630,25,1
G025,Wie erstellt man Screenshots mit Greenshot laut Anleitung?,mistral:instruct,hybrid,0.0,0.0,0.0,,0.0,screenshot,4.0088,511,28,0
G026,Welche Abwesenheitsarten mussen Mitarbeitende im Clerk-Abwesenheitsagenten eintragen und welche Schritte sind fur die Anlage einer periodischen Serie inklusive Namen und Zeitraum notwendig?,mistral:instruct,hybrid,1.0,0.9197,1.0,1,0.0,"periodisch, zeitraum",3.7305,291,18,0
G027,Wie werden im Clerk-Abwesenheitsagenten halbtagige Abwesenheiten konfiguriert und welche Optionen sollten bei einer wochentlich wiederkehrenden Teilzeitabwesenheit gesetzt werden?,mistral:instruct,hybrid,0.5,0.3066,0.3333,3,0.0,"halbtagig, wiederholungsrhythmus",3.795,315,23,0
G028,"Welche Einstellungen sind in Outlook erforderlich, damit sowohl neue als auch bereits bestehende Ordner automatisch fur Stellvertreter freigegeben sind?",mistral:instruct,hybrid,0.0,0.0,0.0,,0.0,"ordnerberechtigungen, vertreter",3.9977,569,29,1
G029,"Welche Schritte sind laut PDF-Crypt-Anleitung erforderlich, um Kundenpassworter einzusehen und anschliessend ein neues Passwort zu vergeben?",mistral:instruct,hybrid,1.0,1.0,1.0,1,0.0,"iq suite, passwortmanager",3.9079,445,28,0
G030,"Welche Schritte verlangt die Anleitung, um Postfachregeln serverseitig uber Outlook Online einzurichten, und wie wird die Regel anschliessend aktiviert?",mistral:instruct,hybrid,0.3333,0.2961,0.5,2,0.6667,"aktivierung, regeln verwalten",3.968,467,28,1
G031,Welche Varianten zum Buchen eines Besprechungsraums beschreibt die Ressourcendokumentation und welche Schritte sind fur die Kalendergruppe notwendig?,mistral:instruct,hybrid,0.0,0.0,0.0,,0.0,"adressbuch, kalendergruppe",4.0266,474,26,0
G032,Welche Hinweise und Warnungen nennt das HP-Druckerhandbuch fur den Umgang mit dem Gerat und welche Leistungsmerkmale werden hervorgehoben?,mistral:instruct,hybrid,0.3333,0.2961,0.5,2,0.6667,"druckqualitat, leistungsmerkmale",3.8043,356,21,1
G033,Welche technischen Komponenten des Atruvia Secure Webgateway werden genannt und welche Filter- sowie SSL-Analysefunktionen stehen laut Dokumentation zur Verfugung?,mistral:instruct,hybrid,0.0,0.0,0.0,6,0.0,filter,4.137,539,28,1
G034,"Welche Schritte sind laut LDAP-Anleitung notwendig, um die Vertrauensstellung zu aktivieren und das Root-Zertifikat zu installieren?",mistral:instruct,hybrid,0.3333,0.2961,0.5,2,0.6667,"assistent, gdix",3.9454,560,26,0
G035,Wie lassen sich laut Anleitung die Firefox-Lesezeichen vor dem Import nach Edge bereinigen und welche Schritte sind fur den erneuten Import erforderlich?,mistral:instruct,hybrid,1.0,1.0,1.0,1,0.0,sonderzeichen,4.2474,622,35,0
G036,Wie erstellt man im agree21Voice Softphone ein benutzerdefiniertes Anrufumleitungsprofil und welche Optionen fur Regeln und Prasenzstatus konnen festgelegt werden?,mistral:instruct,hybrid,0.6667,0.4982,0.5,2,0.0,"benutzerdefiniertes profil, prasenzstatus",3.8839,391,24,1
G037,"Welche Voraussetzungen mussen im agree21Voice Softphone erfullt sein, damit eine einfache Anrufumleitung wirksam bleibt, und wie deaktiviert man sie wieder?",mistral:instruct,hybrid,0.0,0.0,0.0,27,0.0,praferiertes endgerat,3.8189,365,25,1
G038,Wie erfolgt die Administration des Atruvia Secure Webgateway in SAGA und wie konnen Internetprofile kopiert und angepasst werden?,mistral:instruct,hybrid,0.3333,0.4693,1.0,1,0.0,internetprofile,3.9883,485,30,1
G039,Welche Exportoptionen bietet Greenshot nach einer Bereichsauswahl laut Anleitung?,mistral:instruct,hybrid,0.0,0.0,0.0,,0.0,zwischenablage,3.9172,390,22,0
G040,Wie wird nach der Einrichtung von LDAPS im LDAP-Handbuch die Verbindung getestet und was zeigt einen erfolgreichen Test an?,mistral:instruct,hybrid,1.0,1.0,1.0,1,0.0,anmeldedaten,4.001,552,34,1
G041,"Wie stellt man laut HP-Druckerhandbuch die Druckqualitat uber die Druckersoftware und die Druckqualitatsauswahltaste ein, und welche Qualitatsmodi stehen zur Verfugung?",mistral:instruct,hybrid,1.0,0.9197,1.0,1,0.6667,"optimal, taste",3.8176,351,24,1
