question_id,sample_index,run_label,query,model,retrieval_mode,recall@k,ndcg@k,mrr,rank_first_rel,keyword_f1,missing_keywords,time_s,tokens_in,tokens_out,factual_correct,top_k,bm25_in_topk,dense_in_topk,overlap_in_topk,rerank_delta_top1,avg_score_delta_topk,kendall_tau_topk,format_bullet_keyword,format_citation_per_bullet,contains_nicht_im_kontext,bullet_count,gpu_util_pct,gpu_mem_used_mb,embedding_model,chunk_strategy,chunk_size_tokens,chunk_overlap_tokens,reranker_enabled,index_base,error_bucket
G014_01,13,,HP Drucker Patronen reinigen,llama3:8b,hybrid,1.0,0.8855,1.0,1,0.6667,,4.0092,418,30,1,10,10,9,9,0.0,0.0,0.866667,0,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G015_01,14,,Abwesenheitsagent in Clerk anlegen,llama3:8b,hybrid,1.0,1.0,1.0,1,0.8571,,4.2664,570,31,1,10,10,7,7,0.0,0.0,0.911111,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G016_01,15,,Outlook Ordner fuer Stellvertreter freigeben,llama3:8b,hybrid,1.0,1.0,1.0,1,0.8571,,4.3289,746,29,1,10,10,9,9,0.0,0.0,0.911111,1,0,0,1,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G017_01,16,,Raeume oder Ressourcen buchen,llama3:8b,hybrid,1.0,1.0,1.0,1,0.8571,,3.9744,393,33,1,10,10,9,9,0.0,0.0,0.955556,1,1,0,1,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,OK
G018_01,17,,Wie konfiguriere ich die Proxy-Einstellungen fuer agree21Internet manuell?,llama3:8b,hybrid,1.0,0.6309,0.5,2,0.6667,,4.1492,570,28,1,10,10,10,10,0.0,0.0,0.644444,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G019_01,18,,Welche Aufgaben uebernimmt das Atruvia Secure Webgateway laut Funktionsbeschreibung?,llama3:8b,hybrid,1.0,0.5,0.3333,3,0.4,,4.0692,436,34,1,10,10,10,10,0.0,0.0,0.777778,1,0,0,1,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G020_01,19,,Welche Ports empfiehlt die LDAP-Anleitung fuer StartTLS und LDAPS?,llama3:8b,hybrid,1.0,1.0,1.0,1,0.8571,,3.9351,458,35,1,10,10,5,5,0.0,0.0,0.422222,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G021_01,20,,Welche Forms-Regeln gelten laut Spielregeln M365?,llama3:8b,hybrid,1.0,0.5,0.3333,3,0.8571,,3.9062,296,31,1,10,10,8,8,0.0,0.0,0.911111,1,0,1,3,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G022_01,21,,Wie legt man Postfachregeln laut Anleitung in Outlook Online an?,llama3:8b,hybrid,1.0,1.0,1.0,1,0.8571,,4.2962,766,33,1,10,10,10,10,0.0,0.0,0.866667,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G023_01,22,,Wie aktiviert man Senden-von in Outlook laut Anleitung?,llama3:8b,hybrid,1.0,1.0,1.0,1,0.6667,,4.3904,819,36,1,10,10,6,6,0.0,0.0,0.466667,0,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G024_01,23,,Wie erteilt man Outlook-Zugriff fuer Stellvertreter laut Guidance?,llama3:8b,hybrid,0.0,0.0,0.0,,0.6667,,4.3409,769,29,1,10,10,7,7,0.0,0.0,0.688889,1,0,0,1,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,B
G025_01,24,,Wie erstellt man Screenshots mit Greenshot laut Anleitung?,llama3:8b,hybrid,0.0,0.0,0.0,,0.8571,,4.0771,466,36,1,10,10,7,7,0.0,0.0,0.688889,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,B
G026_01,25,,Welche Abwesenheitsarten mussen Mitarbeitende im Clerk-Abwesenheitsagenten eintragen und welche Schritte sind fur die Anlage einer periodischen Serie inklusive Namen und Zeitraum notwendig?,llama3:8b,hybrid,0.5,0.3869,0.5,2,0.4,,4.1288,591,24,0,10,10,8,8,0.0,0.0,0.733333,1,0,0,1,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,A
G027_01,26,,Wie werden im Clerk-Abwesenheitsagenten halbtagige Abwesenheiten konfiguriert und welche Optionen sollten bei einer wochentlich wiederkehrenden Teilzeitabwesenheit gesetzt werden?,llama3:8b,hybrid,0.5,0.3869,0.5,2,0.4,,4.1517,537,26,0,10,10,9,9,0.0,0.0,0.777778,1,0,0,1,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,A
G028_01,27,,"Welche Einstellungen sind in Outlook erforderlich, damit sowohl neue als auch bereits bestehende Ordner automatisch fur Stellvertreter freigegeben sind?",llama3:8b,hybrid,0.0,0.0,0.0,,0.8571,,4.2915,663,26,1,10,10,9,9,0.0,0.0,0.688889,1,1,0,1,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,B
G029_01,28,,"Welche Schritte sind laut PDF-Crypt-Anleitung erforderlich, um Kundenpassworter einzusehen und anschliessend ein neues Passwort zu vergeben?",llama3:8b,hybrid,1.0,1.0,1.0,1,0.8571,,4.0796,449,34,1,10,10,3,3,0.0,0.0,0.644444,1,0,1,3,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G030_01,29,,"Welche Schritte verlangt die Anleitung, um Postfachregeln serverseitig uber Outlook Online einzurichten, und wie wird die Regel anschliessend aktiviert?",llama3:8b,hybrid,0.3333,0.2021,0.25,4,0.8571,,4.4215,833,34,1,10,10,8,8,0.0,0.0,0.333333,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G031_01,30,,Welche Varianten zum Buchen eines Besprechungsraums beschreibt die Ressourcendokumentation und welche Schritte sind fur die Kalendergruppe notwendig?,llama3:8b,hybrid,0.0,0.0,0.0,,0.8571,,4.0414,467,34,1,10,10,9,9,0.0,0.0,0.777778,1,0,1,3,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,B
G032_01,31,,Welche Hinweise und Warnungen nennt das HP-Druckerhandbuch fur den Umgang mit dem Gerat und welche Leistungsmerkmale werden hervorgehoben?,llama3:8b,hybrid,0.3333,0.1815,0.2,5,0.6667,,4.055,351,31,1,10,10,10,10,0.0,0.0,0.6,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G033_01,32,,Welche technischen Komponenten des Atruvia Secure Webgateway werden genannt und welche Filter- sowie SSL-Analysefunktionen stehen laut Dokumentation zur Verfugung?,llama3:8b,hybrid,0.0,0.0,0.0,13,0.8571,,4.0099,425,35,1,10,10,10,10,0.0,0.0,0.6,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G034_01,33,,"Welche Schritte sind laut LDAP-Anleitung notwendig, um die Vertrauensstellung zu aktivieren und das Root-Zertifikat zu installieren?",llama3:8b,hybrid,1.0,0.9325,1.0,1,0.6667,,3.9446,472,30,1,10,10,6,6,0.0,0.0,0.244444,1,0,0,1,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G035_01,34,,Wie lassen sich laut Anleitung die Firefox-Lesezeichen vor dem Import nach Edge bereinigen und welche Schritte sind fur den erneuten Import erforderlich?,llama3:8b,hybrid,1.0,1.0,1.0,1,0.8,,3.9718,410,30,1,10,10,8,8,0.0,0.0,0.422222,0,0,1,3,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G036_01,35,,Wie erstellt man im agree21Voice Softphone ein benutzerdefiniertes Anrufumleitungsprofil und welche Optionen fur Regeln und Prasenzstatus konnen festgelegt werden?,llama3:8b,hybrid,0.6667,0.3434,0.25,4,0.6667,,4.015,403,29,1,10,10,8,8,0.0,0.0,0.466667,1,0,0,1,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G037_01,36,,"Welche Voraussetzungen mussen im agree21Voice Softphone erfullt sein, damit eine einfache Anrufumleitung wirksam bleibt, und wie deaktiviert man sie wieder?",llama3:8b,hybrid,1.0,1.0,1.0,1,0.6667,,3.9434,371,31,1,10,10,8,8,0.0,0.0,0.822222,1,1,0,1,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,OK
G038_01,37,,Wie erfolgt die Administration des Atruvia Secure Webgateway in SAGA und wie konnen Internetprofile kopiert und angepasst werden?,llama3:8b,hybrid,1.0,0.9469,1.0,1,0.8571,,4.1833,529,30,1,10,10,10,10,0.0,0.0,0.688889,0,0,1,4,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G039_01,38,,Welche Exportoptionen bietet Greenshot nach einer Bereichsauswahl laut Anleitung?,llama3:8b,hybrid,0.0,0.0,0.0,,0.4,,4.0769,499,31,1,10,10,10,10,0.0,0.0,0.866667,0,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,B
G040_01,39,,Wie wird nach der Einrichtung von LDAPS im LDAP-Handbuch die Verbindung getestet und was zeigt einen erfolgreichen Test an?,llama3:8b,hybrid,1.0,1.0,1.0,1,0.4,,4.0638,494,35,1,10,10,2,2,0.0,0.0,0.644444,1,0,0,1,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G041_01,40,,"Wie stellt man laut HP-Druckerhandbuch die Druckqualitat uber die Druckersoftware und die Druckqualitatsauswahltaste ein, und welche Qualitatsmodi stehen zur Verfugung?",llama3:8b,hybrid,0.0,0.0,0.0,22,0.6667,,4.0342,483,24,1,10,10,9,9,0.0,0.0,0.466667,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G001_02,41,,Softphone Kennwort aendern,llama3:8b,hybrid,1.0,1.0,1.0,1,0.5714,,3.9978,409,31,1,10,10,10,10,0.0,0.0,0.733333,0,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G002_02,42,,Softphone Anmeldedaten speichern aktivieren,llama3:8b,hybrid,1.0,1.0,1.0,1,1.0,,3.9397,427,30,1,10,10,10,10,0.0,0.0,0.555556,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G003_02,43,,Softphone Erstanmeldung mit DLS PIN,llama3:8b,hybrid,1.0,1.0,1.0,1,0.8571,,3.9996,409,38,1,10,10,9,9,0.0,0.0,0.688889,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G004_02,44,,Softphone vollstaendig beenden,llama3:8b,hybrid,0.6667,0.7654,1.0,1,0.8571,,3.8744,341,34,1,10,10,10,10,0.0,0.0,0.733333,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G005_02,45,,Softphone Fusion Leiste Funktionen,llama3:8b,hybrid,1.0,0.9469,1.0,1,0.6667,,4.0113,438,35,1,10,10,9,9,0.0,0.0,0.644444,1,0,0,1,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G006_02,46,,Softphone praefiertes Endgeraet wechseln,llama3:8b,hybrid,0.6667,0.7039,1.0,1,0.6667,,3.9714,392,33,1,10,10,9,9,0.0,0.0,0.688889,0,0,1,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G007_02,47,,Softphone One Number Service konfigurieren,llama3:8b,hybrid,1.0,0.9747,1.0,1,1.0,,4.0549,449,35,1,10,10,10,10,0.0,0.0,0.288889,1,0,0,1,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G008_02,48,,Softphone Rufnummernanzeige steuern (CLIR),llama3:8b,hybrid,0.5,0.2184,0.1667,6,0.6667,,3.9432,328,31,0,10,10,10,10,0.0,0.0,0.733333,1,0,0,1,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,A
G009_02,49,,Softphone Rufnummer fuer CLIR deaktivieren,llama3:8b,hybrid,1.0,0.753,1.0,1,0.6667,,3.9947,388,37,1,10,10,10,10,0.0,0.0,0.555556,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G010_02,50,,Softphone Rufnummernanzeige fuer Kontakte anpassen,llama3:8b,hybrid,1.0,0.8855,1.0,1,0.4,,4.0422,367,32,1,10,10,10,10,0.0,0.0,0.733333,1,0,0,1,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G011_02,51,,Softphone Konferenz planen,llama3:8b,hybrid,1.0,0.3869,0.2,5,0.8571,,4.0057,378,34,1,10,10,10,10,0.0,0.0,0.866667,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G012_02,52,,HP Drucker Papierstau beheben,llama3:8b,hybrid,1.0,1.0,1.0,1,1.0,,3.991,415,30,1,10,10,10,10,0.0,0.0,0.911111,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G013_02,53,,HP Drucker Duplexmodul verwenden,llama3:8b,hybrid,0.6667,0.5307,0.5,2,0.6667,,3.9256,382,35,1,10,10,7,7,0.0,0.0,0.511111,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G014_02,54,,HP Drucker Patronen reinigen,llama3:8b,hybrid,1.0,0.8855,1.0,1,0.6667,,3.9784,418,30,1,10,10,9,9,0.0,0.0,0.866667,0,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G015_02,55,,Abwesenheitsagent in Clerk anlegen,llama3:8b,hybrid,1.0,1.0,1.0,1,0.8571,,4.2174,570,27,1,10,10,7,7,0.0,0.0,0.911111,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G016_02,56,,Outlook Ordner fuer Stellvertreter freigeben,llama3:8b,hybrid,1.0,1.0,1.0,1,0.8571,,4.2584,746,29,1,10,10,9,9,0.0,0.0,0.911111,1,0,0,1,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G017_02,57,,Raeume oder Ressourcen buchen,llama3:8b,hybrid,1.0,1.0,1.0,1,0.6667,,3.9599,393,32,1,10,10,9,9,0.0,0.0,0.955556,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G018_02,58,,Wie konfiguriere ich die Proxy-Einstellungen fuer agree21Internet manuell?,llama3:8b,hybrid,1.0,0.6309,0.5,2,0.6667,,4.2006,570,28,1,10,10,10,10,0.0,0.0,0.644444,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G019_02,59,,Welche Aufgaben uebernimmt das Atruvia Secure Webgateway laut Funktionsbeschreibung?,llama3:8b,hybrid,1.0,0.5,0.3333,3,0.4,,3.9746,436,33,1,10,10,10,10,0.0,0.0,0.777778,1,0,0,1,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G020_02,60,,Welche Ports empfiehlt die LDAP-Anleitung fuer StartTLS und LDAPS?,llama3:8b,hybrid,1.0,1.0,1.0,1,0.8571,,3.9079,458,35,1,10,10,5,5,0.0,0.0,0.422222,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G021_02,61,,Welche Forms-Regeln gelten laut Spielregeln M365?,llama3:8b,hybrid,1.0,0.5,0.3333,3,0.8571,,3.9321,296,31,1,10,10,8,8,0.0,0.0,0.911111,1,0,1,3,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G022_02,62,,Wie legt man Postfachregeln laut Anleitung in Outlook Online an?,llama3:8b,hybrid,1.0,1.0,1.0,1,0.8571,,4.2965,766,33,1,10,10,10,10,0.0,0.0,0.866667,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G023_02,63,,Wie aktiviert man Senden-von in Outlook laut Anleitung?,llama3:8b,hybrid,1.0,1.0,1.0,1,0.6667,,4.37,819,36,1,10,10,6,6,0.0,0.0,0.466667,0,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G024_02,64,,Wie erteilt man Outlook-Zugriff fuer Stellvertreter laut Guidance?,llama3:8b,hybrid,0.0,0.0,0.0,,0.6667,,4.3424,769,29,1,10,10,7,7,0.0,0.0,0.688889,1,0,0,1,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,B
G025_02,65,,Wie erstellt man Screenshots mit Greenshot laut Anleitung?,llama3:8b,hybrid,0.0,0.0,0.0,,0.8571,,4.1169,466,36,1,10,10,7,7,0.0,0.0,0.688889,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,B
