question_id,query,model,retrieval_mode,recall@k,ndcg@k,mrr,rank_first_rel,keyword_f1,missing_keywords,time_s,tokens_in,tokens_out,factual_correct,top_k,bm25_in_topk,dense_in_topk,overlap_in_topk,rerank_delta_top1,avg_score_delta_topk,kendall_tau_topk,format_bullet_keyword,format_citation_per_bullet,contains_nicht_im_kontext,bullet_count,error_bucket
G011,Softphone Konferenz planen,gemma:2b,hybrid,1.0,1.0,1.0,1,0.0,konferenz,2.5226,349,4,1,10,10,7,7,0.312183,-0.012573,0.688889,0,0,0,4,C
G012,HP Drucker Papierstau beheben,gemma:2b,hybrid,1.0,1.0,1.0,1,0.8571,drucker,2.6023,398,3,1,10,10,10,10,0.285016,0.051077,0.555556,1,0,0,3,C
G013,HP Drucker Duplexmodul verwenden,gemma:2b,hybrid,1.0,1.0,1.0,1,0.0,duplex,3.0304,355,32,1,10,10,8,8,0.295864,0.089125,0.155556,0,0,0,6,C
G014,HP Drucker Patronen reinigen,gemma:2b,hybrid,1.0,1.0,1.0,1,0.0,patrone,3.0001,402,34,1,10,10,8,8,0.33478,-0.123349,0.288889,0,0,0,2,C
G015,Abwesenheitsagent in Clerk anlegen,gemma:2b,hybrid,1.0,1.0,1.0,1,0.6667,"abwesenheit, periodisch",2.7974,823,21,1,10,10,4,4,0.191824,-0.051857,0.6,0,0,0,4,C
G016,Outlook Ordner fuer Stellvertreter freigeben,gemma:2b,hybrid,1.0,1.0,1.0,1,0.8571,berechtigung,2.9746,456,34,1,10,10,3,3,0.177852,-0.043847,0.2,0,0,0,5,C
G017,Raeume oder Ressourcen buchen,gemma:2b,hybrid,1.0,0.6309,0.5,2,0.8571,ressource,2.8068,364,20,1,10,5,5,0,0.229445,0.056502,0.555556,0,0,0,3,C
G018,Wie konfiguriere ich die Proxy-Einstellungen fuer agree21Internet manuell?,gemma:2b,hybrid,1.0,1.0,1.0,1,1.0,,3.0621,534,23,1,10,10,10,10,0.308135,-0.048525,0.333333,0,0,0,3,C
G019,Welche Aufgaben uebernimmt das Atruvia Secure Webgateway laut Funktionsbeschreibung?,gemma:2b,hybrid,1.0,0.5,0.3333,3,0.0,webgateway,2.5598,457,3,1,10,10,10,10,0.203205,0.179326,0.288889,1,0,0,3,C
G020,Welche Ports empfiehlt die LDAP-Anleitung fuer StartTLS und LDAPS?,gemma:2b,hybrid,1.0,0.6309,0.5,2,0.4,"389, 636, ldap",2.6369,866,9,1,10,10,3,3,0.327413,0.028322,0.377778,0,0,0,2,C
G021,Welche Forms-Regeln gelten laut Spielregeln M365?,gemma:2b,hybrid,0.0,0.0,0.0,,0.0,forms,2.7974,547,22,0,10,10,2,2,3.321423,3.314931,0.111111,0,0,0,4,B
G022,Wie legt man Postfachregeln laut Anleitung in Outlook Online an?,gemma:2b,hybrid,1.0,0.6934,0.5,2,0.8571,regeln,3.048,575,30,1,10,10,4,4,0.278378,0.036494,0.466667,0,0,0,9,C
G023,Wie aktiviert man Senden-von in Outlook laut Anleitung?,gemma:2b,hybrid,1.0,1.0,1.0,1,0.0,senden von,2.87,1134,9,1,10,10,2,2,0.219779,0.038805,0.555556,0,0,0,3,C
G024,Wie erteilt man Outlook-Zugriff fuer Stellvertreter laut Guidance?,gemma:2b,hybrid,0.0,0.0,0.0,,0.6667,"freigabe, hinzufuegen",3.0,627,33,0,10,10,1,1,0.2702,0.02702,0.288889,0,0,0,2,B
G025,Wie erstellt man Screenshots mit Greenshot laut Anleitung?,gemma:2b,hybrid,0.0,0.0,0.0,,0.0,greenshot,3.1891,1053,36,0,10,10,1,1,0.287755,0.028775,0.155556,0,0,0,3,B
G026,Welche Abwesenheitsarten mussen Mitarbeitende im Clerk-Abwesenheitsagenten eintragen und welche Schritte sind fur die Anlage einer periodischen Serie inklusive Namen und Zeitraum notwendig?,gemma:2b,hybrid,1.0,0.9197,1.0,1,0.4,"beschreibung, periodisch, urlaub",3.2955,1010,40,1,10,3,10,3,0.367553,0.07963,0.777778,0,0,1,0,C
G027,Wie werden im Clerk-Abwesenheitsagenten halbtagige Abwesenheiten konfiguriert und welche Optionen sollten bei einer wochentlich wiederkehrenden Teilzeitabwesenheit gesetzt werden?,gemma:2b,hybrid,0.5,0.3066,0.3333,3,0.0,halbtagig,3.2454,1004,23,1,10,4,10,4,0.284977,0.012519,0.6,0,0,0,6,C
G028,"Welche Einstellungen sind in Outlook erforderlich, damit sowohl neue als auch bereits bestehende Ordner automatisch fur Stellvertreter freigegeben sind?",gemma:2b,hybrid,0.0,0.0,0.0,,0.6667,"bestehende ordner, vertreter",2.696,572,7,1,10,10,6,6,0.205097,0.047518,0.822222,0,0,0,4,B
G029,"Welche Schritte sind laut PDF-Crypt-Anleitung erforderlich, um Kundenpassworter einzusehen und anschliessend ein neues Passwort zu vergeben?",gemma:2b,hybrid,1.0,1.0,1.0,1,0.4,"anzeigen, iq suite, neues passwort",3.1754,883,25,0,10,10,2,2,0.26408,0.020919,0.333333,0,0,0,2,A
G030,"Welche Schritte verlangt die Anleitung, um Postfachregeln serverseitig uber Outlook Online einzurichten, und wie wird die Regel anschliessend aktiviert?",gemma:2b,hybrid,0.3333,0.2961,0.5,2,0.0,serverseitig,3.1148,611,31,0,10,10,4,4,0.33006,0.000622,0.644444,0,0,0,6,A
G031,Welche Varianten zum Buchen eines Besprechungsraums beschreibt die Ressourcendokumentation und welche Schritte sind fur die Kalendergruppe notwendig?,gemma:2b,hybrid,0.0,0.0,0.0,,0.0,kalendergruppe,2.9899,334,39,1,10,6,10,6,0.420397,-0.033293,0.644444,0,0,0,3,B
G032,Welche Hinweise und Warnungen nennt das HP-Druckerhandbuch fur den Umgang mit dem Gerat und welche Leistungsmerkmale werden hervorgehoben?,gemma:2b,hybrid,0.3333,0.2961,0.5,2,0.0,warnungen,2.7493,399,22,1,10,10,10,10,0.310736,0.005745,0.288889,0,0,0,2,C
G033,Welche technischen Komponenten des Atruvia Secure Webgateway werden genannt und welche Filter- sowie SSL-Analysefunktionen stehen laut Dokumentation zur Verfugung?,gemma:2b,hybrid,0.3333,0.1672,0.1667,6,0.0,ssl-analyse,2.6296,582,4,1,10,10,10,10,0.287971,0.259864,0.555556,0,0,0,2,C
G034,"Welche Schritte sind laut LDAP-Anleitung notwendig, um die Vertrauensstellung zu aktivieren und das Root-Zertifikat zu installieren?",gemma:2b,hybrid,0.3333,0.2961,0.5,2,0.6667,"assistent, gdix",2.64,736,4,1,10,10,8,8,0.349253,0.028933,0.333333,0,0,0,3,C
G035,Wie lassen sich laut Anleitung die Firefox-Lesezeichen vor dem Import nach Edge bereinigen und welche Schritte sind fur den erneuten Import erforderlich?,gemma:2b,hybrid,1.0,1.0,1.0,1,0.0,sonderzeichen,3.255,1085,32,1,10,6,5,1,0.264882,0.026488,0.066667,0,0,0,0,C
G036,Wie erstellt man im agree21Voice Softphone ein benutzerdefiniertes Anrufumleitungsprofil und welche Optionen fur Regeln und Prasenzstatus konnen festgelegt werden?,gemma:2b,hybrid,0.6667,0.4982,0.5,2,0.8571,fusion-leiste,2.56,455,6,0,10,10,10,10,0.305281,0.207795,0.466667,1,0,0,3,A
G037,"Welche Voraussetzungen mussen im agree21Voice Softphone erfullt sein, damit eine einfache Anrufumleitung wirksam bleibt, und wie deaktiviert man sie wieder?",gemma:2b,hybrid,0.0,0.0,0.0,15,0.4,"fusion-leiste, Präferiertes Endgerät, profil",2.7142,321,17,1,10,10,10,10,0.410599,0.055463,-0.244444,0,0,1,2,C
G038,Wie erfolgt die Administration des Atruvia Secure Webgateway in SAGA und wie konnen Internetprofile kopiert und angepasst werden?,gemma:2b,hybrid,0.6667,0.6105,1.0,1,0.0,internetprofile,3.0445,528,33,1,10,10,10,10,0.245977,0.13623,0.155556,0,0,0,3,C
G039,Welche Exportoptionen bietet Greenshot nach einer Bereichsauswahl laut Anleitung?,gemma:2b,hybrid,0.0,0.0,0.0,,0.0,zwischenablage,2.7681,709,20,1,10,10,0,0,0.310135,0.031014,0.288889,0,0,0,1,B
G040,Wie wird nach der Einrichtung von LDAPS im LDAP-Handbuch die Verbindung getestet und was zeigt einen erfolgreichen Test an?,gemma:2b,hybrid,1.0,1.0,1.0,1,0.6667,"anmeldedaten, konfiguration",2.8997,828,27,1,10,10,5,5,0.236031,-0.025183,0.377778,0,0,0,2,C
G041,"Wie stellt man laut HP-Druckerhandbuch die Druckqualitat uber die Druckersoftware und die Druckqualitatsauswahltaste ein, und welche Qualitatsmodi stehen zur Verfugung?",gemma:2b,hybrid,1.0,1.0,1.0,1,0.0,druckqualitat,2.5703,370,3,0,10,10,10,10,0.396908,0.211018,0.333333,0,0,0,3,A
