question_id,query,model,retrieval_mode,recall@k,ndcg@k,mrr,rank_first_rel,keyword_f1,missing_keywords,time_s,tokens_in,tokens_out,factual_correct
G021,Welche Forms-Regeln gelten laut Spielregeln M365?,mistral:instruct,dense,0.0,0.0,0.0,,0.0,betriebsrat,3.7451,382,27,0
G022,Wie legt man Postfachregeln laut Anleitung in Outlook Online an?,mistral:instruct,dense,0.0,0.0,0.0,,0.0,"postfach, regeln",4.0803,901,33,0
G023,Wie aktiviert man Senden-von in Outlook laut Anleitung?,mistral:instruct,dense,0.0,0.0,0.0,,1.0,,4.0337,687,24,0
G024,Wie erteilt man Outlook-Zugriff fuer Stellvertreter laut Guidance?,mistral:instruct,dense,0.0,0.0,0.0,,0.6667,"freigabe, hinzufuegen",3.8892,691,22,0
G025,Wie erstellt man Screenshots mit Greenshot laut Anleitung?,mistral:instruct,dense,0.0,0.0,0.0,,0.0,screenshot,3.9883,894,17,0
G026,Welche Abwesenheitsarten mussen Mitarbeitende im Clerk-Abwesenheitsagenten eintragen und welche Schritte sind fur die Anlage einer periodischen Serie inklusive Namen und Zeitraum notwendig?,mistral:instruct,dense,0.0,0.0,0.0,,0.0,"periodisch, zeitraum",3.8788,544,17,0
G027,Wie werden im Clerk-Abwesenheitsagenten halbtagige Abwesenheiten konfiguriert und welche Optionen sollten bei einer wochentlich wiederkehrenden Teilzeitabwesenheit gesetzt werden?,mistral:instruct,dense,0.0,0.0,0.0,,0.0,"halbtagig, wiederholungsrhythmus",3.7782,544,26,0
G028,"Welche Einstellungen sind in Outlook erforderlich, damit sowohl neue als auch bereits bestehende Ordner automatisch fur Stellvertreter freigegeben sind?",mistral:instruct,dense,0.0,0.0,0.0,,0.0,"ordnerberechtigungen, vertreter",4.1084,660,29,0
G029,"Welche Schritte sind laut PDF-Crypt-Anleitung erforderlich, um Kundenpassworter einzusehen und anschliessend ein neues Passwort zu vergeben?",mistral:instruct,dense,0.0,0.0,0.0,,0.0,"iq suite, passwortmanager",3.7816,569,27,0
G030,"Welche Schritte verlangt die Anleitung, um Postfachregeln serverseitig uber Outlook Online einzurichten, und wie wird die Regel anschliessend aktiviert?",mistral:instruct,dense,0.0,0.0,0.0,69,0.0,office.com,4.1864,544,27,0
G031,Welche Varianten zum Buchen eines Besprechungsraums beschreibt die Ressourcendokumentation und welche Schritte sind fur die Kalendergruppe notwendig?,mistral:instruct,dense,0.0,0.0,0.0,,0.0,"adressbuch, kalendergruppe",3.7987,352,26,0
G032,Welche Hinweise und Warnungen nennt das HP-Druckerhandbuch fur den Umgang mit dem Gerat und welche Leistungsmerkmale werden hervorgehoben?,mistral:instruct,dense,0.0,0.0,0.0,66,0.6667,"druckqualitat, leistungsmerkmale",3.8837,359,26,1
G033,Welche technischen Komponenten des Atruvia Secure Webgateway werden genannt und welche Filter- sowie SSL-Analysefunktionen stehen laut Dokumentation zur Verfugung?,mistral:instruct,dense,0.0,0.0,0.0,40,0.0,"filter, ssl-analyse",4.3539,1019,17,1
G034,"Welche Schritte sind laut LDAP-Anleitung notwendig, um die Vertrauensstellung zu aktivieren und das Root-Zertifikat zu installieren?",mistral:instruct,dense,0.0,0.0,0.0,,0.6667,"assistent, gdix",3.7037,408,27,0
G035,Wie lassen sich laut Anleitung die Firefox-Lesezeichen vor dem Import nach Edge bereinigen und welche Schritte sind fur den erneuten Import erforderlich?,mistral:instruct,dense,0.0,0.0,0.0,,0.0,"favoriten importieren, sonderzeichen",4.1417,1061,34,0
G036,Wie erstellt man im agree21Voice Softphone ein benutzerdefiniertes Anrufumleitungsprofil und welche Optionen fur Regeln und Prasenzstatus konnen festgelegt werden?,mistral:instruct,dense,0.3333,0.4693,1.0,1,0.0,"benutzerdefiniertes profil, prasenzstatus",3.7984,344,24,1
G037,"Welche Voraussetzungen mussen im agree21Voice Softphone erfullt sein, damit eine einfache Anrufumleitung wirksam bleibt, und wie deaktiviert man sie wieder?",mistral:instruct,dense,0.0,0.0,0.0,44,0.0,praferiertes endgerat,3.8292,385,23,1
G038,Wie erfolgt die Administration des Atruvia Secure Webgateway in SAGA und wie konnen Internetprofile kopiert und angepasst werden?,mistral:instruct,dense,0.0,0.0,0.0,23,0.6667,"anpassen, klonen",3.9966,484,28,0
G039,Welche Exportoptionen bietet Greenshot nach einer Bereichsauswahl laut Anleitung?,mistral:instruct,dense,0.0,0.0,0.0,,0.0,"sofort speichern, zwischenablage",4.0159,584,25,0
G040,Wie wird nach der Einrichtung von LDAPS im LDAP-Handbuch die Verbindung getestet und was zeigt einen erfolgreichen Test an?,mistral:instruct,dense,0.0,0.0,0.0,71,0.0,"anmeldedaten, test",3.9062,529,31,0
G041,"Wie stellt man laut HP-Druckerhandbuch die Druckqualitat uber die Druckersoftware und die Druckqualitatsauswahltaste ein, und welche Qualitatsmodi stehen zur Verfugung?",mistral:instruct,dense,0.0,0.0,0.0,14,0.6667,"optimal, taste",3.7269,288,25,0
