question_id,sample_index,run_label,query,model,retrieval_mode,recall@k,ndcg@k,mrr,rank_first_rel,keyword_f1,missing_keywords,time_s,tokens_in,tokens_out,factual_correct,top_k,bm25_in_topk,dense_in_topk,overlap_in_topk,rerank_delta_top1,avg_score_delta_topk,kendall_tau_topk,format_bullet_keyword,format_citation_per_bullet,contains_nicht_im_kontext,bullet_count,gpu_util_pct,gpu_mem_used_mb,embedding_model,chunk_strategy,chunk_size_tokens,chunk_overlap_tokens,reranker_enabled,index_base,error_bucket
G030_01,29,,"Welche Schritte verlangt die Anleitung, um Postfachregeln serverseitig uber Outlook Online einzurichten, und wie wird die Regel anschliessend aktiviert?",llama3:8b,hybrid,0.3333,0.2021,0.25,4,0.8571,,4.4429,833,34,1,20,20,16,16,0.0,0.0,0.526316,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G031_01,30,,Welche Varianten zum Buchen eines Besprechungsraums beschreibt die Ressourcendokumentation und welche Schritte sind fur die Kalendergruppe notwendig?,llama3:8b,hybrid,0.0,0.0,0.0,,0.8571,,4.1547,583,34,1,20,20,19,19,0.0,0.0,0.778947,1,0,1,3,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,B
G032_01,31,,Welche Hinweise und Warnungen nennt das HP-Druckerhandbuch fur den Umgang mit dem Gerat und welche Leistungsmerkmale werden hervorgehoben?,llama3:8b,hybrid,0.6667,0.3084,0.2,5,0.6667,,4.0266,434,33,1,20,20,18,18,0.0,0.0,0.610526,1,0,1,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G033_01,32,,Welche technischen Komponenten des Atruvia Secure Webgateway werden genannt und welche Filter- sowie SSL-Analysefunktionen stehen laut Dokumentation zur Verfugung?,llama3:8b,hybrid,0.6667,0.2381,0.0769,13,0.8571,,4.035,425,36,1,20,20,20,20,0.0,0.0,0.842105,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G034_01,33,,"Welche Schritte sind laut LDAP-Anleitung notwendig, um die Vertrauensstellung zu aktivieren und das Root-Zertifikat zu installieren?",llama3:8b,hybrid,1.0,0.9325,1.0,1,0.6667,,4.0175,472,30,1,20,20,6,6,0.0,0.0,0.473684,1,0,0,1,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G035_01,34,,Wie lassen sich laut Anleitung die Firefox-Lesezeichen vor dem Import nach Edge bereinigen und welche Schritte sind fur den erneuten Import erforderlich?,llama3:8b,hybrid,1.0,1.0,1.0,1,1.0,,4.152,531,32,1,20,20,17,17,0.0,0.0,0.326316,1,0,1,3,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G036_01,35,,Wie erstellt man im agree21Voice Softphone ein benutzerdefiniertes Anrufumleitungsprofil und welche Optionen fur Regeln und Prasenzstatus konnen festgelegt werden?,llama3:8b,hybrid,1.0,0.4702,0.25,4,0.6667,,3.9776,403,29,1,20,20,17,17,0.0,0.0,0.578947,1,0,0,1,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G037_01,36,,"Welche Voraussetzungen mussen im agree21Voice Softphone erfullt sein, damit eine einfache Anrufumleitung wirksam bleibt, und wie deaktiviert man sie wieder?",llama3:8b,hybrid,1.0,1.0,1.0,1,0.6667,,4.0141,371,31,1,20,20,18,18,0.0,0.0,0.6,1,1,0,1,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,OK
G038_01,37,,Wie erfolgt die Administration des Atruvia Secure Webgateway in SAGA und wie konnen Internetprofile kopiert und angepasst werden?,llama3:8b,hybrid,1.0,0.9469,1.0,1,0.6667,,4.0599,479,33,1,20,20,20,20,0.0,0.0,0.747368,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G039_01,38,,Welche Exportoptionen bietet Greenshot nach einer Bereichsauswahl laut Anleitung?,llama3:8b,hybrid,0.0,0.0,0.0,,1.0,,4.1006,531,27,1,20,20,17,17,0.0,0.0,0.831579,1,0,0,1,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,B
G040_01,39,,Wie wird nach der Einrichtung von LDAPS im LDAP-Handbuch die Verbindung getestet und was zeigt einen erfolgreichen Test an?,llama3:8b,hybrid,1.0,1.0,1.0,1,0.8571,,4.3847,808,38,1,20,20,4,4,0.0,0.0,0.810526,1,0,0,1,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G041_01,40,,"Wie stellt man laut HP-Druckerhandbuch die Druckqualitat uber die Druckersoftware und die Druckqualitatsauswahltaste ein, und welche Qualitatsmodi stehen zur Verfugung?",llama3:8b,hybrid,0.0,0.0,0.0,22,0.6667,,4.0564,508,27,1,20,20,18,18,0.0,0.0,0.526316,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G001_02,41,,Softphone Kennwort aendern,llama3:8b,hybrid,1.0,1.0,1.0,1,0.75,,4.0231,409,32,1,20,20,18,18,0.0,0.0,0.505263,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G002_02,42,,Softphone Anmeldedaten speichern aktivieren,llama3:8b,hybrid,1.0,1.0,1.0,1,1.0,,3.9977,427,30,1,20,20,20,20,0.0,0.0,0.578947,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G003_02,43,,Softphone Erstanmeldung mit DLS PIN,llama3:8b,hybrid,1.0,1.0,1.0,1,0.8571,,3.9633,409,38,1,20,20,19,19,0.0,0.0,0.452632,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G004_02,44,,Softphone vollstaendig beenden,llama3:8b,hybrid,1.0,0.8963,1.0,1,0.8571,,3.9463,341,39,1,20,20,19,19,0.0,0.0,0.621053,1,0,0,1,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G005_02,45,,Softphone Fusion Leiste Funktionen,llama3:8b,hybrid,1.0,0.9469,1.0,1,0.6667,,3.9895,438,35,1,20,20,17,17,0.0,0.0,0.705263,1,0,0,1,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G006_02,46,,Softphone praefiertes Endgeraet wechseln,llama3:8b,hybrid,1.0,0.8307,1.0,1,0.6667,,4.0039,412,33,1,20,20,19,19,0.0,0.0,0.8,0,0,1,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G007_02,47,,Softphone One Number Service konfigurieren,llama3:8b,hybrid,1.0,0.9747,1.0,1,1.0,,4.0429,449,35,1,20,20,20,20,0.0,0.0,0.610526,1,0,0,1,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G008_02,48,,Softphone Rufnummernanzeige steuern (CLIR),llama3:8b,hybrid,0.5,0.2184,0.1667,6,0.4,,3.9856,334,36,1,20,20,19,19,0.0,0.0,0.6,0,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G009_02,49,,Softphone Rufnummer fuer CLIR deaktivieren,llama3:8b,hybrid,1.0,0.753,1.0,1,0.6667,,4.0233,417,36,1,20,20,19,19,0.0,0.0,0.589474,1,0,1,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G010_02,50,,Softphone Rufnummernanzeige fuer Kontakte anpassen,llama3:8b,hybrid,1.0,0.8855,1.0,1,0.4,,3.9962,406,33,1,20,20,19,19,0.0,0.0,0.747368,1,0,0,1,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G011_02,51,,Softphone Konferenz planen,llama3:8b,hybrid,1.0,0.3869,0.2,5,0.6667,,3.9733,421,33,1,20,20,18,18,0.0,0.0,0.684211,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G012_02,52,,HP Drucker Papierstau beheben,llama3:8b,hybrid,1.0,1.0,1.0,1,1.0,,4.0476,415,30,1,20,20,20,20,0.0,0.0,0.789474,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G013_02,53,,HP Drucker Duplexmodul verwenden,llama3:8b,hybrid,0.6667,0.5307,0.5,2,0.6667,,3.936,382,35,1,20,20,14,14,0.0,0.0,0.715789,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G014_02,54,,HP Drucker Patronen reinigen,llama3:8b,hybrid,1.0,0.8855,1.0,1,0.6667,,3.9722,418,30,1,20,20,17,17,0.0,0.0,0.778947,0,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G015_02,55,,Abwesenheitsagent in Clerk anlegen,llama3:8b,hybrid,1.0,1.0,1.0,1,0.8571,,4.5084,983,32,1,20,19,9,8,0.0,0.0,0.852632,1,0,1,3,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G016_02,56,,Outlook Ordner fuer Stellvertreter freigeben,llama3:8b,hybrid,1.0,1.0,1.0,1,0.8571,,4.3914,820,36,1,20,20,14,14,0.0,0.0,0.757895,1,0,0,1,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G017_02,57,,Raeume oder Ressourcen buchen,llama3:8b,hybrid,1.0,1.0,1.0,1,0.8571,,4.0225,475,36,1,20,20,19,19,0.0,0.0,0.852632,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G018_02,58,,Wie konfiguriere ich die Proxy-Einstellungen fuer agree21Internet manuell?,llama3:8b,hybrid,1.0,0.6309,0.5,2,0.6667,,4.0692,489,34,1,20,20,19,19,0.0,0.0,0.768421,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G019_02,59,,Welche Aufgaben uebernimmt das Atruvia Secure Webgateway laut Funktionsbeschreibung?,llama3:8b,hybrid,1.0,0.5,0.3333,3,0.4,,4.0048,436,32,1,20,20,20,20,0.0,0.0,0.852632,1,0,0,1,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G020_02,60,,Welche Ports empfiehlt die LDAP-Anleitung fuer StartTLS und LDAPS?,llama3:8b,hybrid,1.0,1.0,1.0,1,0.6667,,4.0183,536,32,1,20,20,6,6,0.0,0.0,0.305263,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G021_02,61,,Welche Forms-Regeln gelten laut Spielregeln M365?,llama3:8b,hybrid,1.0,0.5,0.3333,3,0.8571,,3.873,311,27,1,20,20,18,18,0.0,0.0,0.778947,1,0,1,3,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G022_02,62,,Wie legt man Postfachregeln laut Anleitung in Outlook Online an?,llama3:8b,hybrid,1.0,1.0,1.0,1,0.8571,,4.4026,766,33,1,20,20,12,12,0.0,0.0,0.778947,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G023_02,63,,Wie aktiviert man Senden-von in Outlook laut Anleitung?,llama3:8b,hybrid,1.0,1.0,1.0,1,0.6667,,4.3526,771,36,1,20,20,7,7,0.0,0.0,0.6,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G024_02,64,,Wie erteilt man Outlook-Zugriff fuer Stellvertreter laut Guidance?,llama3:8b,hybrid,0.0,0.0,0.0,,0.6667,,4.3952,769,29,1,20,20,13,13,0.0,0.0,0.810526,1,0,0,1,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,B
G025_02,65,,Wie erstellt man Screenshots mit Greenshot laut Anleitung?,llama3:8b,hybrid,0.0,0.0,0.0,,0.6667,,4.428,742,35,1,20,20,14,14,0.0,0.0,0.4,1,0,0,1,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,B
