question_id,query,model,retrieval_mode,recall@k,ndcg@k,mrr,rank_first_rel,keyword_f1,missing_keywords,time_s,tokens_in,tokens_out,factual_correct,top_k,bm25_in_topk,dense_in_topk,overlap_in_topk,rerank_delta_top1,avg_score_delta_topk,kendall_tau_topk,format_bullet_keyword,format_citation_per_bullet,contains_nicht_im_kontext,bullet_count,error_bucket
G011,Softphone Konferenz planen,gemma:2b,hybrid,0.0,0.0,0.0,,1.0,,2.5749,349,5,1,12,11,1,0,0.148578,0.071333,0.261538,1,0,0,5,B
G012,HP Drucker Papierstau beheben,gemma:2b,hybrid,0.25,0.3904,1.0,1,0.6667,,3.1083,445,45,1,12,9,3,0,0.218594,0.129867,0.692308,0,0,0,3,C
G013,HP Drucker Duplexmodul verwenden,gemma:2b,hybrid,0.3333,0.2021,0.25,4,0.0,,3.0438,742,35,1,12,9,3,0,0.753815,0.165305,0.606061,0,0,0,3,C
G014,HP Drucker Patronen reinigen,gemma:2b,hybrid,0.25,0.2463,0.5,2,0.0,,2.964,765,25,1,12,9,3,0,0.753646,0.1088,0.757576,0,0,0,2,C
G015,Abwesenheitsagent in Clerk anlegen,gemma:2b,hybrid,1.0,0.8772,1.0,1,0.6667,,2.9754,1089,19,1,12,1,11,0,0.148527,0.050093,0.787879,0,0,0,2,C
G016,Outlook Ordner fuer Stellvertreter freigeben,gemma:2b,hybrid,0.6667,0.7654,1.0,1,1.0,,3.111,378,42,1,12,12,0,0,0.136399,-0.046639,0.484848,0,0,0,7,C
G017,Raeume oder Ressourcen buchen,gemma:2b,hybrid,0.5,0.6367,1.0,1,0.0,,2.8674,511,25,1,12,10,2,0,0.728521,0.10909,0.625,0,0,0,6,C
G018,Wie konfiguriere ich die Proxy-Einstellungen fuer agree21Internet manuell?,gemma:2b,hybrid,0.5,0.6131,1.0,1,1.0,,3.0757,613,19,1,12,9,3,0,0.745231,0.130635,0.727273,0,0,0,3,C
G019,Welche Aufgaben uebernimmt das Atruvia Secure Webgateway laut Funktionsbeschreibung?,gemma:2b,hybrid,0.0,0.0,0.0,,0.0,,2.5534,526,3,0,12,9,3,0,0.14854,0.167701,0.69697,1,0,0,3,B
G020,Welche Ports empfiehlt die LDAP-Anleitung fuer StartTLS und LDAPS?,gemma:2b,hybrid,0.5,0.3869,0.5,2,0.6667,,2.5236,752,2,1,12,11,1,0,0.739887,0.054399,0.846154,1,0,0,2,C
G021,Welche Forms-Regeln gelten laut Spielregeln M365?,gemma:2b,hybrid,0.0,0.0,0.0,,0.0,,2.8239,380,25,0,12,0,12,0,3.51968,3.458695,0.121212,0,0,0,3,B
G022,Wie legt man Postfachregeln laut Anleitung in Outlook Online an?,gemma:2b,hybrid,0.5,0.3066,0.3333,3,0.8571,,3.8945,785,86,1,12,10,2,0,0.724231,0.098728,0.353846,0,0,0,0,C
G023,Wie aktiviert man Senden-von in Outlook laut Anleitung?,gemma:2b,hybrid,0.5,0.6131,1.0,1,0.0,,2.842,701,16,1,12,11,1,0,0.167503,0.056512,0.181818,0,0,0,5,C
G024,Wie erteilt man Outlook-Zugriff fuer Stellvertreter laut Guidance?,gemma:2b,hybrid,0.3333,0.2346,0.3333,3,0.0,,2.6796,576,12,1,12,12,0,0,0.202965,0.016914,0.424242,0,0,0,5,C
G025,Wie erstellt man Screenshots mit Greenshot laut Anleitung?,gemma:2b,hybrid,0.5,0.6131,1.0,1,0.0,,4.3186,902,139,1,12,12,0,0,0.218308,0.018192,0.121212,0,0,0,3,C
G026,Welche Abwesenheitsarten mussen Mitarbeitende im Clerk-Abwesenheitsagenten eintragen und welche Schritte sind fur die Anlage einer periodischen Serie inklusive Namen und Zeitraum notwendig?,gemma:2b,hybrid,1.0,0.6934,0.5,2,0.0,,2.7685,496,21,1,12,11,1,0,0.270592,0.075722,0.727273,0,0,0,3,C
G027,Wie werden im Clerk-Abwesenheitsagenten halbtagige Abwesenheiten konfiguriert und welche Optionen sollten bei einer wochentlich wiederkehrenden Teilzeitabwesenheit gesetzt werden?,gemma:2b,hybrid,0.5,0.3869,0.5,2,0.0,,3.1537,751,42,1,12,11,1,0,0.224726,0.040713,0.138462,0,0,0,3,C
G028,"Welche Einstellungen sind in Outlook erforderlich, damit sowohl neue als auch bereits bestehende Ordner automatisch fur Stellvertreter freigegeben sind?",gemma:2b,hybrid,0.2,0.3392,1.0,1,0.6667,,2.6705,613,5,1,12,8,4,0,0.143451,0.13241,0.569231,0,0,0,3,C
G029,"Welche Schritte sind laut PDF-Crypt-Anleitung erforderlich, um Kundenpassworter einzusehen und anschliessend ein neues Passwort zu vergeben?",gemma:2b,hybrid,0.6667,0.7654,1.0,1,0.8571,,2.6127,698,4,1,12,11,1,0,0.199486,0.045305,0.569231,1,0,0,3,C
G030,"Welche Schritte verlangt die Anleitung, um Postfachregeln serverseitig uber Outlook Online einzurichten, und wie wird die Regel anschliessend aktiviert?",gemma:2b,hybrid,0.0,0.0,0.0,,0.0,,3.8124,637,85,1,12,10,2,0,0.747853,0.124642,0.484848,0,0,0,10,B
G031,Welche Varianten zum Buchen eines Besprechungsraums beschreibt die Ressourcendokumentation und welche Schritte sind fur die Kalendergruppe notwendig?,gemma:2b,hybrid,0.0,0.0,0.0,16,0.6667,,2.9569,643,24,1,12,10,2,0,0.761021,0.114762,0.818182,0,0,0,2,C
G032,Welche Hinweise und Warnungen nennt das HP-Druckerhandbuch fur den Umgang mit dem Gerat und welche Leistungsmerkmale werden hervorgehoben?,gemma:2b,hybrid,0.2,0.214,0.5,2,0.0,,2.6388,558,6,1,12,9,3,0,0.764407,0.142769,0.818182,0,0,0,2,C
G033,Welche technischen Komponenten des Atruvia Secure Webgateway werden genannt und welche Filter- sowie SSL-Analysefunktionen stehen laut Dokumentation zur Verfugung?,gemma:2b,hybrid,0.6667,0.5307,0.5,2,0.0,,2.5971,550,4,1,12,8,4,0,0.726617,0.21652,0.454545,0,0,0,2,C
G034,"Welche Schritte sind laut LDAP-Anleitung notwendig, um die Vertrauensstellung zu aktivieren und das Root-Zertifikat zu installieren?",gemma:2b,hybrid,0.1667,0.1909,0.5,2,0.0,,2.6878,575,9,1,12,10,2,0,0.738108,0.098021,0.787879,0,0,0,5,C
G035,Wie lassen sich laut Anleitung die Firefox-Lesezeichen vor dem Import nach Edge bereinigen und welche Schritte sind fur den erneuten Import erforderlich?,gemma:2b,hybrid,0.5,0.6131,1.0,1,0.0,,3.6873,912,68,1,12,12,0,0,0.203945,0.016995,0.545455,0,0,0,5,C
G036,Wie erstellt man im agree21Voice Softphone ein benutzerdefiniertes Anrufumleitungsprofil und welche Optionen fur Regeln und Prasenzstatus konnen festgelegt werden?,gemma:2b,hybrid,0.2,0.1696,0.3333,3,0.8571,,2.82,518,23,1,12,10,2,0,0.736232,0.148244,0.630769,0,0,0,2,C
G037,"Welche Voraussetzungen mussen im agree21Voice Softphone erfullt sein, damit eine einfache Anrufumleitung wirksam bleibt, und wie deaktiviert man sie wieder?",gemma:2b,hybrid,0.0,0.0,0.0,,0.4,,2.8391,537,19,1,12,7,5,0,0.73671,0.21203,0.30303,0,0,0,3,B
G038,Wie erfolgt die Administration des Atruvia Secure Webgateway in SAGA und wie konnen Internetprofile kopiert und angepasst werden?,gemma:2b,hybrid,0.2857,0.3933,1.0,1,0.6667,,3.0993,388,32,1,12,7,5,0,0.708533,0.229503,0.545455,0,0,0,3,C
G039,Welche Exportoptionen bietet Greenshot nach einer Bereichsauswahl laut Anleitung?,gemma:2b,hybrid,0.5,0.6131,1.0,1,0.0,,2.8612,575,22,1,12,1,11,0,0.233287,0.777316,-0.030303,0,0,0,2,C
G040,Wie wird nach der Einrichtung von LDAPS im LDAP-Handbuch die Verbindung getestet und was zeigt einen erfolgreichen Test an?,gemma:2b,hybrid,0.5,0.6131,1.0,1,0.0,,2.688,528,11,1,12,10,2,0,0.177682,0.094138,0.757576,0,0,0,2,C
G041,"Wie stellt man laut HP-Druckerhandbuch die Druckqualitat uber die Druckersoftware und die Druckqualitatsauswahltaste ein, und welche Qualitatsmodi stehen zur Verfugung?",gemma:2b,hybrid,0.25,0.1681,0.25,4,0.6667,,2.9442,629,16,1,12,9,3,0,0.748195,0.186427,0.606061,0,0,0,5,C
