question_id,query,model,retrieval_mode,recall@k,ndcg@k,mrr,rank_first_rel,keyword_f1,missing_keywords,time_s,tokens_in,tokens_out,factual_correct
G026,Welche Abwesenheitsarten mussen Mitarbeitende im Clerk-Abwesenheitsagenten eintragen und welche Schritte sind fur die Anlage einer periodischen Serie inklusive Namen und Zeitraum notwendig?,mistral:instruct,dense,1.0,0.9197,1.0,1,0.0,"periodisch, zeitraum",4.345,624,21,0
G027,Wie werden im Clerk-Abwesenheitsagenten halbtagige Abwesenheiten konfiguriert und welche Optionen sollten bei einer wochentlich wiederkehrenden Teilzeitabwesenheit gesetzt werden?,mistral:instruct,dense,0.5,0.2641,0.25,4,0.0,"halbtagig, wiederholungsrhythmus",4.2172,786,24,0
G028,"Welche Einstellungen sind in Outlook erforderlich, damit sowohl neue als auch bereits bestehende Ordner automatisch fur Stellvertreter freigegeben sind?",mistral:instruct,dense,0.0,0.0,0.0,,0.0,"ordnerberechtigungen, vertreter",3.9586,477,30,1
G029,"Welche Schritte sind laut PDF-Crypt-Anleitung erforderlich, um Kundenpassworter einzusehen und anschliessend ein neues Passwort zu vergeben?",mistral:instruct,dense,1.0,1.0,1.0,1,0.0,"iq suite, passwortmanager",4.2721,933,31,0
G030,"Welche Schritte verlangt die Anleitung, um Postfachregeln serverseitig uber Outlook Online einzurichten, und wie wird die Regel anschliessend aktiviert?",mistral:instruct,dense,0.3333,0.4693,1.0,1,0.6667,"aktivierung, regeln verwalten",4.2108,589,28,1
G031,Welche Varianten zum Buchen eines Besprechungsraums beschreibt die Ressourcendokumentation und welche Schritte sind fur die Kalendergruppe notwendig?,mistral:instruct,dense,0.0,0.0,0.0,,0.0,"adressbuch, kalendergruppe",4.0572,495,26,1
G032,Welche Hinweise und Warnungen nennt das HP-Druckerhandbuch fur den Umgang mit dem Gerat und welche Leistungsmerkmale werden hervorgehoben?,mistral:instruct,dense,0.3333,0.2961,0.5,2,0.6667,"druckqualitat, leistungsmerkmale",3.8592,356,22,1
G033,Welche technischen Komponenten des Atruvia Secure Webgateway werden genannt und welche Filter- sowie SSL-Analysefunktionen stehen laut Dokumentation zur Verfugung?,mistral:instruct,dense,0.6667,0.3378,0.25,4,0.0,ssl-analyse,4.0275,497,28,1
G034,"Welche Schritte sind laut LDAP-Anleitung notwendig, um die Vertrauensstellung zu aktivieren und das Root-Zertifikat zu installieren?",mistral:instruct,dense,0.3333,0.2961,0.5,2,0.6667,"assistent, gdix",4.1954,770,28,0
G035,Wie lassen sich laut Anleitung die Firefox-Lesezeichen vor dem Import nach Edge bereinigen und welche Schritte sind fur den erneuten Import erforderlich?,mistral:instruct,dense,1.0,1.0,1.0,1,0.0,sonderzeichen,4.0396,730,34,0
G036,Wie erstellt man im agree21Voice Softphone ein benutzerdefiniertes Anrufumleitungsprofil und welche Optionen fur Regeln und Prasenzstatus konnen festgelegt werden?,mistral:instruct,dense,0.6667,0.4982,0.5,2,0.0,"benutzerdefiniertes profil, prasenzstatus",3.9177,412,24,1
G037,"Welche Voraussetzungen mussen im agree21Voice Softphone erfullt sein, damit eine einfache Anrufumleitung wirksam bleibt, und wie deaktiviert man sie wieder?",mistral:instruct,dense,0.0,0.0,0.0,18,0.0,praferiertes endgerat,3.7704,278,22,1
G038,Wie erfolgt die Administration des Atruvia Secure Webgateway in SAGA und wie konnen Internetprofile kopiert und angepasst werden?,mistral:instruct,dense,0.3333,0.4693,1.0,1,0.0,internetprofile,3.8651,397,27,1
G039,Welche Exportoptionen bietet Greenshot nach einer Bereichsauswahl laut Anleitung?,mistral:instruct,dense,0.0,0.0,0.0,,0.0,"sofort speichern, zwischenablage",4.0228,525,29,0
G040,Wie wird nach der Einrichtung von LDAPS im LDAP-Handbuch die Verbindung getestet und was zeigt einen erfolgreichen Test an?,mistral:instruct,dense,1.0,1.0,1.0,1,0.0,anmeldedaten,3.9018,611,31,1
G041,"Wie stellt man laut HP-Druckerhandbuch die Druckqualitat uber die Druckersoftware und die Druckqualitatsauswahltaste ein, und welche Qualitatsmodi stehen zur Verfugung?",mistral:instruct,dense,1.0,0.9197,1.0,1,0.6667,"optimal, taste",3.858,351,24,1
